exercise	part	section	fen	turn	solutionSan	solutionUci	solutionText	whitePlayer	blackPlayer	event	year	game	bookPage	pdfPage
342	priyome	academic	r1bq1rk1/ppp2pbp/2npn1p1/4p3/4P3/2PPNN2/PPB2PPP/R1BQK2R w KQ - 0 1	white	h4 h6 h5 g5 Nf5 d5	h2h4 h7h6 h4h5 g6g5 e3f5 d6d5	Black is well placed to fight against d3-d4, so White needs another plan. 11.h4! Moving the flank pawn is justified by the “hook” on g6. Opening the h-file with h4-h5 and hxg6 would be an achievement; alternatively, advancing the pawn to h6 would make it a long-term asset. Notice also that Black cannot easily open the centre with ...d6-d5 (and even achieving that would not threaten much, if White just avoids the exchange of queens). 11...Ne7 If ever 11...f5 should be played, it is now. After 12.h5 (12.exf5 gxf5 13.d4 is another logical reaction) 12...f4 13.Nd5 g5 14.h6 Bf6± Chigorin said that “the consequences of this counterattack are very hard to foresee.” Had he met AlphaZero, he would have been more afraid of the pawn on h6. 11...h6?! 12.h5 g5 abandons the f5- square. 11...h5 may have been the best response, but it deprives Black of the option to continue with ...f7-f5. White is satisfied and castles short, probably after taking space on the queenside with 12.b4. 11...Nf4 invites White to soon (maybe now) go for 12.h5 Nxh5 13.Nf5 Bxf5 14.exf5 with compensation. 12.h5 d5 13.hxg6 13.h6!? also favours White. After the text move Chigorin made the mistake of recapturing with the f-pawn instead of the h-pawn, and Steinitz went on to win a famous game. William Steinitz “I may be an old lion, but I can still bite someone’s hand off if he puts it in my mouth.”	Steinitz	Chigorin	Havana (4)	1892	Steinitz – Chigorin, Havana (4) 1892	271	271
343	priyome	academic	r3kb1r/ppqn1ppp/2p1pn2/3p4/2PP4/1QN1PP2/PP1B1P1P/R3KB1R w KQkq - 0 1	white	cxd5 O-O-O e4 e5 O-O-O cxd5 exd5	c4d5 e8c8 e3e4 e6e5 e1c1 c6d5 e4d5	9.cxd5 This becomes attractive as soon as Black’s knight has moved from b8 – otherwise there is ...c6xd5 and ...Nc6. Lasker’s 9.f4 ruled out e3-e4 as an idea. 9.0-0-0 can be met by 9...dxc4„ followed by ...b7-b5. 9.e4?! is too ambitious: 9...e5ƒ 9...Nxd5 9...exd5 10.0-0-0± is good for White, who might follow up with Kb1 and e3-e4. 9...cxd5? 10.Rc1 wins material. 10.Nxd5 exd5 With the knight on d7, Black can’t afford to open the c-file. 11.0-0-0±	Lasker	Blackburne	London (4)	1892	Lasker – Blackburne, London (4) 1892	272	272
344	priyome	academic	r1bq1rk1/p2nbppp/2p1pn2/1p4B1/3P4/1QN1PN2/PP2BPPP/R3K2R b KQ - 0 1	black	a6 O-O Ne4 Na4 Qc7 Nc5	a7a6 e1g1 f6e4 c3a4 d8c7 a4c5	10...a6! Preparing ...c6-c5 is the top priority, to activate the bishop (which will soon go to b7) and get rid of the backward pawn. 10...Bb7 11.0-0 a6 allows 12.Bxf6 Nxf6 (to stop Ne4) 13.Na4 Nd7 14.Rac1 Qc7 15.Nc5 Nxc5 16.dxc5 and the bishop is temporarily bad on b7. Black’s position is still okay, but the game continuation is more precise.	Steinitz	Lasker	Moscow (17)	1897	Steinitz – Lasker, Moscow (17) 1897	272	272
345	priyome	academic	r2q1rk1/ppp1bppn/2np3p/1B2p2b/4P3/2PPNN2/PP3PPP/R1BQR1K1 w - - 0 1	white	g4 Ng5 Nf5	g2g4 h7g5 e3f5	11.g4! With an extra move, Black could have stopped this advance with ...Bg5. 11.Nf5 Ng5= 11...Bg6 12.Nf5± Black is not in a position to make use of the weakened squares (f3, f4, h3 and h4). White can answer ...h6-h5 with h2-h3.	Capablanca	Marshall	New York (6)	1909	Capablanca – Marshall, New York (6) 1909	273	273
346	priyome	academic	1r1qk2r/2p1bppp/2n1b3/1p1pP3/4n3/1BP2N2/1P3PPP/RNBQ1RK1 w k - 0 1	white	Nd4 Qd7 f3 Nxe5 Bf4 Nc6 Bd6 Qxd6 Re1 Ne5	f3d4 d8d7 f2f3 c6e5 c1f4 e5c6 f4d6 d7d6 f1e1 c6e5	12.Nd4! White’s idea is to play c3xd4 to control the escape square on c5, and thus threaten to harass the e4-knight. 12.Ra6?! Qd7 and White does not have the same trick anymore. 12...Qd7 12...Nxd4? 13.cxd4+– Black has no convenient way to meet f2-f3 followed by h2-h4 or f3-f4-f5. (Another merit of moving the knight from f3 is to open a path for the f-pawn.); 12...Nxe5?! 13.Bf4± wins an exchange with Nc6, or a piece after: 13...Bd6? 14.Nxe6 (But not 14.Bxe5 Bxe5 15.Nc6?? which runs into a trick: 15...Bxh2+ 16.Kxh2 Qd6+–+) 14...fxe6 15.Bxe5 Bxe5 16.Qh5++– 13.Re1± Indirectly defending the pawn on e5. Capablanca played: 13.Ra6? Challenging the knight to obtain the cxd4 structure is a good idea, but here it allows: 13...Nxe5÷	Capablanca	Meyer Phillips	New York	1913	Capablanca – Meyer Phillips, New York 1913	274	274
347	priyome	academic	2kr3r/1pp1qppp/p1p4n/4p3/4P1b1/2NPPN2/PPP3PP/R3QRK1 w - - 0 1	white	Rb1 Qh4 b4 Bxf3 Rxf3 b6 b5 cxb5 Nd5	a1b1 e7h4 b2b4 g4f3 f1f3 b7b6 b4b5 c6b5 c3d5	11.Rb1! Preparing an attack with b2-b4 is White’s best plan. 11.Qh4?! f6 and the queen will be hit by ...g7-g5 sooner or later. 11...Rhf8÷ Black’s best may be to capture on f3 and go ...f7-f5-f4. The game went: 11...f6 12.b4 Nf7 13.a4 Bxf3 14.Rxf3 b6 15.b5 cxb5 16.axb5 a5 17.Nd5 Qc5 18.c4± Capablanca managed to push d3-d4 and c4-c5 with a winning attack.	Capablanca	Janowski	St. Petersburg	1914	Capablanca – Janowski, St. Petersburg 1914	275	275
348	priyome	academic	r1b1r1k1/1pp1n1pp/p1pb1p2/8/4PP2/1NN5/PPP3PP/R1B2RK1 w - - 0 1	white	f5 g6 Bf4	f4f5 g7g6 c1f4	In the Exchange Ruy Lopez, Black gets the bishop pair while White has a healthy pawn majority – a pawn ending would be winning. White’s next move compromises the structure and produces a backward pawn on e4, but restricts Black’s pieces. 12.f5! White does not stand better, but that does not change the fact that Lasker’s move is clearly best. It’s difficult to find another plan for White. Black, on the other hand, had the easy plan of completing development with ...Ng6, ...b7-b6, ...Bb7 and ...Rad8. As soon as the knight arrives on g6, f4-f5 loses its effectiveness as the knight continues to e5. 12...b6 13.Bf4= Emanual Lasker “The intelligent perusal of fine games cannot fail to make the reader a better player and a better judge of the play of others.”	Lasker	Capablanca	St. Petersburg	1914	Lasker – Capablanca, St. Petersburg 1914	275	275
349	priyome	academic	r1b2rk1/ppp2p2/3b1q1p/2p1p1p1/4P3/3P1NB1/PPP2PPP/R2Q1RK1 b - - 0 1	black	Bg4 h3 Bxf3 Qxf3 Qxf3 gxf3	c8g4 h2h3 g4f3 d1f3 f6f3 g2f3	12...Bg4! 13.h3 Bxf3 14.Qxf3 Qxf3 15.gxf3µ A classical example where the bishop on g3 is essentially dead. Black’s bishop does not have any active prospects for the moment, but Capablanca eventually managed to force through ...c5-c4.	Winter	Capablanca	Hastings	1919	Winter – Capablanca, Hastings 1919	276	276
350	priyome	academic	1r3rk1/2qbbppp/p1nppn2/1p6/4PP2/1NN1BB2/PPP2QPP/3R1RK1 w - - 0 1	white	g4 b4 Ne2 a5 a4 d5 e5 Ne4 g5 Nc5	g2g4 b5b4 c3e2 a6a5 a2a4 d6d5 e4e5 f6e4 g4g5 e4c5	15.g4!² Chasing back the knight before Black gets too far on the queenside. 15.Kh1?! b4 16.Ne2 a5 17.g4 a4 18.Nbd4 d5 is an example of g4-g5 coming too late. 19.e5 Ne4³ 15...b4 16.Ne2 d5 16...Bc8 17.g5 Nd7 18.Qg3² 17.e5 Jumping forward to e4 will lose a pawn. 17...Ne8 18.Nc5²	Euwe	Fontein	Scheveningen	1920	Euwe – Fontein, Scheveningen 1920	277	277
351	priyome	academic	r2qk2r/ppbn1ppp/2p1p3/2P2b2/1P1Pp3/4P3/P2NBPPP/R1BQ1RK1 b kq - 0 1	black	h5 g3 Nf6 Nxe4 Nxe4 Bf3 Bxg3 hxg3 Qh4 b5 Nf6 bxc6 Ng4	h7h5 g2g3 d7f6 d2e4 f6e4 e2f3 c7g3 h2g3 d8h4 b4b5 e4f6 b5c6 f6g4	11...h5! With the annoying e4-pawn, it’s logical to prepare an attack and this is the way. 11...Nf6!? is also slightly better for Black. 11...Qh4 12.g3 Qh3 plans to continue the attack with ...Nf6-g4 or ...h7- h5-h4. However, after 13.f3! Nf6 14.Nxe4 Nxe4 15.fxe4 Bxe4 16.Bf3 Black does not have anything better than a draw: 16...Bxg3 17.hxg3 Qxg3+ 18.Kh1 Qh3+ 12.f4 A bonus of ...h7-h5 is that 12.f3 Qh4 13.g3? is no longer available as a drawing line, as Black has 13...Bxg3 14.hxg3 Qxg3+ 15.Kh1 Qh3+ 16.Kg1 Rh6! with mate. 12.b5!? discourages the immediate 12...Bxh2+, as White gets counterplay with bxc6 and Qa4 later on. (The sacrifice should ultimately lead to a draw.) However, Black can maintain some initiative with: 12...Nf6! 13.f4 (13.bxc6? is what White wants to play, but it is refuted by: 13...Bxh2+! 14.Kxh2 Ng4+–+) 13...exf3³ 12...g5ƒ Alekhine attacked, and the game lasted only eight more moves.	Kmoch	Alekhine	Vienna	1922	Kmoch – Alekhine, Vienna 1922	277	277
352	priyome	academic	2rqr1k1/1p3pp1/2nbb1np/p3p3/2Pp3P/PP1P1NP1/2QN1PB1/1RB1R1K1 w - - 0 1	white	c5 h5 Nc4 b5	c4c5 h6h5 d2c4 b7b5	16.c5² A reversed Benoni where White’s main plan is to advance with the pawn majority on the queenside. Black to move could have stopped White’s progress by 16...b6. 16.h5?! unnecessarily weakens the pawn. 16...Bb8 17.Nc4² Followed by b3-b4. It’s important to get the move order right, since 17.b4? is met by the clever 17...axb4 18.axb4 b5!µ when White’s queenside play is stifled, as capturing en passant runs into a discovered attack.	Capablanca	Janowski	New York	1924	Capablanca – Janowski, New York 1924	278	278
353	priyome	academic	r4rk1/1p1nqppp/3b1n2/p2ppb2/8/1P1P1NP1/PBRNPPBP/3Q1RK1 w - - 0 1	white	e4 a4 Nh4 Be6 f4 exf4 gxf4 Nh5 Re1 d4 Nc4 Bxc4 Rxc4	e2e4 a5a4 f3h4 f5e6 f2f4 e5f4 g3f4 f6h5 f1e1 d5d4 d2c4 e6c4 c2c4	13.e4! Nowadays a standard tactical idea in the Reti opening. The game continued 13.a4 h6 and Black was fine. 13.Nh4?! is not necessary to force through e2-e4. The knight would be better on f3 after: 13...Be6 14.e4 (14.f4? backfires as the knight on h4 becomes undefended: 14...exf4 15.gxf4 Nh5–+) 14...dxe4 15.dxe4 g6=; 13.Re1?! allows 13...Be6 14.e4 d4, taking space and limiting the scope of the b2-bishop. 13...dxe4 Black needs to exchange. 13...Be6 runs into either 14.d4± or 14.exd5± followed by Nc4. 13...Bg4 14.exd5 Nxd5 15.Nc4± 14.dxe4 Be6 The bishop must retreat, as capturing loses material. 14...Bxe4? 15.Nxe4 Nxe4 16.Nh4+–; 14...Nxe4? 15.Nh4+– 15.Nc4 Bxc4 16.Rxc4²	Reti	Lasker	New York	1924	Reti – Lasker, New York 1924	279	279
354	priyome	academic	r1b2rk1/pb2ppbp/1qnp1np1/8/3PP3/1B3N2/PP3PPP/RNBQR1K1 w - - 0 1	white	h3 Bg4	h2h3 c8g4	10.h3!± Keeping all the minor pieces on the board while securing the centre. 10.Nc3 Bg4÷ forces White to take back with the g-pawn on f3.	Ed. Lasker	Capablanca	New York	1924	Ed. Lasker – Capablanca, New York 1924	280	280
355	priyome	academic	r1b2rk1/p1pnqppp/1p2pn2/3p4/2PP4/5NP1/PPQNPPBP/R4RK1 w - - 0 1	white	cxd5 Nxd5 Qxc7 Nb4 Qc3	c4d5 f6d5 c2c7 d5b4 c7c3	10.cxd5! With ...b7-b6 played, Black does not want to take back with the pawn, since it’s not possible to establish a solid pawn chain from b7-c6-d5. And recapturing with the knight runs into e2-e4, as there’s no knight on c3 to capture. 10...Nxd5 White has (at least) two good options after 10...exd5: 11.Qxc7 Qxe2 12.Rfe1± or 11.Rfe1 c5 12.e4±. 11.e4 Nb4 12.Qc3± But not 12.Qxc7? Ba6©. Jose Raul Capablanca “Chess is something more than a game. It is an intellectual diversion which has certain artistic qualities and many scientific elements.”	Capablanca	Marshall	New York	1927	Capablanca – Marshall, New York 1927	280	280
356	priyome	academic	2rq1rk1/pp2bpp1/2pn1n1p/3p4/3P1B1P/2NBP3/PPQ2PP1/R3K2R w KQ - 0 1	white	g4 c5 f3 b5 g5 Nfe4 gxh6 f5 h5	g2g4 c6c5 f2f3 b7b5 g4g5 f6e4 g5h6 f7f5 h4h5	16.g4! White must choose the right way to attack. 16.0-0-0?! c5ƒ is less promising. The point is that g4-g5 might be met by ...Nfe4, and it’s important for White that this only happens when the c-file is still closed. 16.f3 is not necessary and 16...b5 17.g4 c5! gives Black decent counterplay. 16...Nxg4 The game went: 16...Nfe4 17.g5²; In the event of 16...c5 17.dxc5 Rxc5 18.g5 Nfe4 19.gxh6± White’s king is not entirely safe, but Black’s is more exposed. 17.Rg1 17.Bxd6? Bxd6 18.Bf5 h5!³ will give Black more than enough compensation for the exchange. 17...f5 17...h5 is met by 18.0-0-0± and f2- f3. 18.Bxd6 White wins back the pawn and keeps some advantage. 18...Bxd6 19.Bxf5 Nh2 20.Bxc8 Nf3+ 21.Ke2 Qxc8 22.Qg6²	Alekhine	Capablanca	Buenos Aires	1927	Alekhine – Capablanca, Buenos Aires 1927	281	281
357	priyome	academic	r4r2/pp1qn2k/2ppb1pp/4pp1n/2P5/2QPP1P1/PP1NNPBP/4RRK1 w - - 0 1	white	f4 exf4 Nxf4 Nxf4 exf4	f2f4 e5f4 e2f4 h5f4 e3f4	17.f4! Otherwise Black would have pushed the f-pawn. 17...exf4 18.Nxf4! Exchanging the knight that blocks the rook. 18.exf4² 18...Nxf4 19.exf4! White will double up on the e-file, with something near the borderline between a slight and a clear advantage.	Capablanca	Michell	Ramsgate	1929	Capablanca – Michell, Ramsgate 1929	282	282
358	priyome	academic	rn1qkb1r/pb1p1ppp/1p2pn2/2p5/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 0 1	white	d5 exd5 cxd5 Bxd5 Nh4 Bc6 e4 Nxe4 Bxe4 Qe7 O-O	d4d5 e6d5 c4d5 b7d5 f3h4 d5c6 e2e4 f6e4 g2e4 d8e7 e1g1	6.d5! Not allowing Black to get a Hedgehog. Notice the similarity with Exercise 263, where we saw the same idea with the queen on c2. 6...exd5 7.cxd5! A standard sacrifice. If Black doesn’t take, it becomes a Benoni with a misplaced bishop on b7. The simple 7.Nh4² sets up a pin that allows White to recapture the pawn. For maximum flexibility, White should avoid a premature cxd5 in favour of moves like Nc3, 0-0 and Bg5, keeping the option of taking on d5 with the knight. However, it would be even more favourable to recapture on d5 without having to play Nh4. 7...Bxd5 7...Nxd5?? 8.Nh4 wins outright. 8.Nc3 Bc6 9.e4± Practice has shown that White’s lead in development and central control are worth more than a pawn. Black is even allowed capture a second one: 9...Nxe4 10.Nxe4 Bxe4 11.Qe2 Qe7 12.0-0 Nc6 13.Bf4±	Capablanca	Marshall	Karlovy Vary	1929	Capablanca – Marshall, Karlovy Vary 1929	282	282
359	priyome	academic	1r1qr1k1/2pb1pbp/1p1p2p1/p2Nn3/2P5/1P4PP/PB1QPPB1/2R2RK1 w - - 0 1	white	f4 Nc6 Bxg7 Kxg7 Qb2+ f6 g4 Nb4 g5 Nxd5 cxd5	f2f4 e5c6 b2g7 g8g7 d2b2 f7f6 g3g4 c6b4 g4g5 b4d5 c4d5	16.f4! Exchanging bishops is generally in White’s favour as it weakens Black’s kingside. 16.Kh2 or any other reasonable move yields a small advantage. 16...Nc6 17.Bxg7 Kxg7 18.Qb2+ Immediately attacking the dark squares, but there’s nothing wrong with 18.e4. 18...f6 19.g4! Nb4 The only way to defend the f6-pawn. 20.g5 Nxd5 21.cxd5+– Another exchange in White’s favour, as c7 is eternally weak.	Capablanca	Yates	Barcelona	1929	Capablanca – Yates, Barcelona 1929	283	283
360	priyome	academic	rn1qnrk1/1ppb1pbp/p2p2p1/3Pp3/2P1P3/2N1BP2/PP1QN1PP/R3KB1R w KQ - 0 1	white	g4 f5 exf5 gxf5 Bg5 Bf6 c5 dxc5 Bxf6 f4 h4	g2g4 f7f5 e4f5 g6f5 e3g5 g7f6 c4c5 d6c5 g5f6 f5f4 h2h4	10.g4! The standard method: preparing to capture twice in case of ...f7-f5. 10.h4 is also reasonable, for instance: 10...f5 11.exf5 gxf5 12.Bg5 Bf6 13.g4!?‚; 10.c5?! dxc5 11.Bxc5 Nd6= 10...h6 10...Bf6 is the only potential argument against g2-g4. Black plans to post the bishop on h4, but 11.g5 Be7 12.h4 spoils Black’s plan. 12...f6 can be met in several ways, for instance: 13.f4± 11.h4 Kh7+– White has no straightforward way to open the kingside, and will probably keep the king in the centre in order to play on the queenside later. Without ...f7-f5 as a means of counterplay, Black has no compensation for White’s extra space.	Capablanca	Menchik	Moscow	1935	Capablanca – Menchik, Moscow 1935	284	284
361	priyome	academic	r1bqr1k1/4bppp/p1n2n2/1pppp3/4P3/2PPNN2/PPB2PPP/R1BQR1K1 w - - 0 1	white	exd5 Nxd5 Nxd5 Qxd5 d4 exd4 Be4 Qd7 Ne5 Bb7	e4d5 f6d5 e3d5 d8d5 d3d4 e5d4 c2e4 d5d7 f3e5 c8b7	Black to move would play ...d5-d4. 14.exd5 Or taking with the knight first. 14...Nxd5 15.Nxd5 Qxd5 16.d4! Preparing Be4, which is why it was good to help Black’s queen to develop. 16...exd4 17.Be4 Qd7 18.Ne5! 18.cxd4 was played in the game, when 18...Bb7! would have been okay for Black. 18...Nxe5 19.Bxa8± Alexander Alekhine “During a chess tournament, a master must envisage himself as a cross between an ascetic monk and a beast of prey.”	Alekhine	Eliskases	Podebrady	1936	Alekhine – Eliskases, Podebrady 1936	284	284
362	priyome	academic	r1bqk2r/4bppp/p1n1pn2/1pp5/3P4/1BN1PN2/PP2QPPP/R1B2RK1 w kq - 0 1	white	dxc5 Qc7 Nd5 Nxd5 Bxd5 O-O e4 Bb7	d4c5 d8c7 c3d5 f6d5 b3d5 e8g8 e3e4 c8b7	10.dxc5! To push e3-e4-e5. 10.Rd1?! Qc7 11.d5?! does not yield anything: 11...exd5 12.Nxd5 Nxd5 13.Bxd5 0-0= 10...Bxc5?! Black should have kept the bishop on e7 to protect the g5-square. After 10...0-0 11.e4 Bb7² it’s possible to take back the pawn with ...Nd7xc5. 11.e4± Black is not in time to control the e5-square. (Given an extra tempo, ...Qc7 and ...Bd6 could be played.) Max Euwe “Alekhine can see five or six times as much as I can; but I have a plan, and that plan sometimes permits me to win.”	Euwe	Alekhine	Netherlands (5)	1937	Euwe – Alekhine, Netherlands (5) 1937	285	285
363	priyome	academic	r1bq1rk1/p3bppp/1pn1p3/3n4/2BP4/2N2N2/PP3PPP/R1BQR1K1 w - - 0 1	white	Nxd5 exd5 Bb5 f5 g4	c3d5 e6d5 c4b5 f7f5 g2g4	11.Nxd5 Otherwise Black would take on c3. 11...exd5 12.Bb5± Black would like to develop the light-squared bishop to f5 or g4, and keep the knight on c6. That’s not possible. Transforming an IQP position to a symmetrical pawn structure, while keeping the more active pieces, is a standard plan.	Botvinnik	Alekhine	Netherlands	1938	Botvinnik – Alekhine, Netherlands 1938	286	286
364	priyome	academic	r3r1k1/p2q1ppp/1p3n2/n2p4/P1pP4/2P1P1N1/1BQ2PPP/4RRK1 w - - 0 1	white	f3 Nb3 e4 Qxa4 Qf2	f2f3 a5b3 e3e4 d7a4 c2f2	18.f3 Preparing e3-e4 to use the pawn majority and the rooks. 18.e4? dxe4µ is positionally horrible for White, giving up the light squares. 18...Nb3 19.e4 Qxa4 19...dxe4 20.fxe4 Qxa4 allows, among others 21.Rxf6 gxf6 22.Qf2+– with a crushing attack. 20.e5 Black has an extra pawn, but can’t really defend against the galloping pawns. Botvinnik went on to win a game which deservedly became known as a classic. Mikhail Botvinnik “I claim that nothing else is so effective in encouraging the growth of chess strength as such independent analysis, both of the games of the great players and your own.”	Botvinnik	Capablanca	Netherlands	1938	Botvinnik – Capablanca, Netherlands 1938	286	286
365	priyome	academic	r1b1k2r/pp2nppp/2n1p3/q2pP3/2pP4/P1P2N2/2PQBPPP/R1B1K2R b KQkq - 0 1	black	Qa4	a5a4	10...Qa4!÷ The queen is normally not a good blockading piece, but stopping a3-a4 and Ba3 is essential. White can’t chase away the queen easily. Pogrebissky eventually did so with Ng5-h3-f2-d1- b2, by which time Botvinnik had castled long and taken over the kingside.	Pogrebissky	Botvinnik	Leningrad	1939	Pogrebissky – Botvinnik, Leningrad 1939	287	287
366	priyome	academic	r2q1rk1/pp1nbppp/2p2n2/3pp3/2PP2b1/1PN1PN2/PB2BPPP/R2Q1RK1 b - - 0 1	black	e4 Nd2 Ne5 cxd5 cxd5 Nb5 Bxe2 Qxe2 Re8 a3 Bb4	e5e4 f3d2 d7e5 c4d5 c6d5 c3b5 g4e2 d1e2 f8e8 a2a3 e7b4	10...e4! Simple reasoning: the pawn on e4 is strong. 10...exd4 11.Nxd4 Bxe2 12.Ncxe2 dxc4 may equalize, but Black can play for more. 10...Bxf3?! 11.Bxf3 e4 gains half a tempo compared to the game, but more important is that White keeps control over g4. 11.Nd2 11.Ne5 is more logical, exchanging the knight since White has less space. 11...Be6!³ (11...Bxe2 12.Qxe2 Bd6 13.cxd5 cxd5 14.Nb5!=) 11...Bxe2 11...Bf5³ is also reasonable. 12.Qxe2 Re8³ Black should be ready for f2-f3, while slowly arranging the pieces for an attack with moves like ...Nf8-g6, ...Qd7 and ...Bd8-c7. The game continued 12...Bb4 13.a3 Bxc3 14.Bxc3 Re8, when 15.Bb4! would have prepared to exchange the knight as soon as it goes to f8.	Bondarevsky	Botvinnik	Leningrad/Moscow	1941	Bondarevsky – Botvinnik, Leningrad/Moscow 1941	288	288
367	priyome	academic	r4rk1/2q2ppb/p4n2/n1b1pN2/Pp2P1P1/3B4/1P1NQP2/R1B1R1K1 w - - 0 1	white	Kg2 g5	g1g2 g7g5	22.Kg2!± The rook is transferred to the h-file, with a dangerous attack. 22.g5 was the game continuation, when Black should have played 22...Bxf5! 23.exf5 (in the event of 23.gxf6? Bg6 24.fxg7 Kxg7–+ it is Black who gets to exploit the open files on the kingside) 23...e4! 24.Nxe4 Nxe4 25.Bxe4 Qg3+© with sufficient counterplay.	Smyslov	Koenig	Radio	1946	Smyslov – Koenig, Radio 1946	289	289
368	priyome	academic	2r2rk1/p2b1pbp/1pnqp1p1/8/2RPP3/1B2B3/P2QNPPP/5RK1 w - - 0 1	white	e5 Na5 Nc3 f6 Ne4 fxe5 Bg5 Nxb3 axb3 Qa3 Nd6 Rc6 d5 Bf6 Be3	e4e5 c6a5 e2c3 f7f6 c3e4 f6e5 e3g5 a5b3 a2b3 d6a3 e4d6 c8c6 d4d5 g7f6 g5e3	18.e5! Planning to send the knight to e4, via c3 or g3. Something has to be done before the black knight heads towards c4. 18.Rfc1 Na5= 18...Qa3!² The queen cooperates with the knight (...Na5) to create counterplay. 18...Qe7 19.Nc3 Na5 (19...f6 20.Ne4 fxe5? 21.Bg5+–) 20.Rxc8 Rxc8 21.Ne4± It’s now too late for 21...Nxb3 22.axb3 Qa3 since the queen would have needed to be on b3 after: 23.Nd6 Rc6 24.d5+– In the game White opted to exchange the dark-squared bishops. An improvement is: 19.Ra4!? Qe7 20.Bg5 Provoking a weakening of Black’s pawn structure. 20...f6 21.exf6 Bxf6 22.Be3!? Na5 23.Rxa5 bxa5 24.Qxa5©	Tipary	Smyslov	Budapest	1949	Tipary – Smyslov, Budapest 1949	289	289
